9182,90078,43,52,4.0,1.5,Dotted Quarter
9182,33758,42,64,4.0,0.5,Eighth
9182,62430,1,68,4.0,1.0,Quarter
9182,202206,44,40,4.0,3.5,Whole
9182,62430,1,80,4.0,1.0,Quarter
33758,62430,42,59,4.5,0.5,Eighth
62430,90078,42,68,5.0,0.5,Eighth
62430,119774,1,83,5.0,1.0,Quarter
62430,119774,1,71,5.0,1.0,Quarter
90078,119774,42,64,5.5,0.5,Eighth
90078,119774,43,56,5.5,0.5,Eighth
119774,145886,1,73,6.0,0.5,Eighth
119774,145886,42,61,6.0,0.5,Eighth
119774,145886,43,57,6.0,0.5,Eighth
119774,145886,1,61,6.0,0.5,Eighth
145886,172510,43,54,6.5,0.5,Eighth
145886,172510,1,75,6.5,0.5,Eighth
145886,172510,42,57,6.5,0.5,Eighth
145886,172510,1,63,6.5,0.5,Eighth
172510,202206,42,56,7.0,0.5,Eighth
172510,175582,1,64,7.0,0.0625,Sixty Fourth
172510,175582,1,76,7.0,0.0625,Sixty Fourth
172510,202206,43,52,7.0,0.5,Eighth
175582,180190,1,66,7.0625,0.0625,Sixty Fourth
175582,180190,1,78,7.0625,0.0625,Sixty Fourth
180190,183262,1,64,7.125,0.0625,Sixty Fourth
180190,183262,1,76,7.125,0.0625,Sixty Fourth
183262,187870,1,66,7.1875,0.0625,Sixty Fourth
183262,187870,1,78,7.1875,0.0625,Sixty Fourth
187870,193502,1,76,7.25,0.0625,Sixty Fourth
187870,193502,1,64,7.25,0.0625,Sixty Fourth
193502,196574,1,66,7.3125,0.0625,Sixty Fourth
193502,196574,1,78,7.3125,0.0625,Sixty Fourth
196574,199646,1,76,7.375,0.0625,Sixty Fourth
196574,199646,1,64,7.375,0.0625,Sixty Fourth
199646,202206,1,78,7.4375,0.0625,Sixty Fourth
199646,202206,1,66,7.4375,0.0625,Sixty Fourth
202206,204766,1,64,7.5,0.0625,Sixty Fourth
202206,204766,1,76,7.5,0.0625,Sixty Fourth
