90078,124382,1,62,0.0,1.0,Quarter
90078,124382,1,74,0.0,1.0,Quarter
90078,110558,1,47,0.0,0.375,Dotted Sixteenth
114654,122334,1,54,0.5,0.375,Dotted Sixteenth
124382,139742,1,64,1.0,1.0,Quarter
124382,129501,1,49,1.0,0.375,Dotted Sixteenth
124382,139742,1,76,1.0,1.0,Quarter
133086,138206,1,54,1.5,0.375,Dotted Sixteenth
139742,146398,1,50,2.0,0.375,Dotted Sixteenth
139742,151006,1,66,2.0,0.75,Dotted Eighth
139742,151006,1,78,2.0,0.75,Dotted Eighth
147934,153054,1,54,2.5,0.375,Dotted Sixteenth
154078,159198,1,50,3.0,0.5,Eighth
154078,178654,1,78,3.0,2.0,Half
154078,178654,1,66,3.0,2.0,Half
159198,164318,1,54,3.5,0.375,Dotted Sixteenth
165854,173022,1,59,4.0,0.375,Dotted Sixteenth
174046,178142,1,54,4.5,0.375,Dotted Sixteenth
178654,186334,1,49,5.0,0.5,Eighth
178654,189918,1,67,5.0,0.75,Dotted Eighth
178654,189918,1,79,5.0,0.75,Dotted Eighth
186334,191454,1,54,5.5,0.375,Dotted Sixteenth
192990,219102,1,66,6.0,2.0,Half
192990,200669,1,50,6.0,0.5,Eighth
192990,219102,1,78,6.0,2.0,Half
200669,205790,1,54,6.5,0.375,Dotted Sixteenth
207838,211422,1,59,7.0,0.375,Dotted Sixteenth
213470,216542,1,54,7.5,0.375,Dotted Sixteenth
219102,225758,1,47,8.0,0.5,Eighth
219102,228318,1,74,8.0,0.75,Dotted Eighth
219102,228318,1,62,8.0,0.75,Dotted Eighth
225758,229854,1,54,8.5,0.375,Dotted Sixteenth
231389,236510,1,52,9.0,0.375,Dotted Sixteenth
231389,244701,1,78,9.0,1.0,Quarter
231389,244701,1,66,9.0,1.0,Quarter
238046,243166,1,54,9.5,0.375,Dotted Sixteenth
244701,256990,1,80,10.0,1.0,Quarter
244701,249310,1,50,10.0,0.375,Dotted Sixteenth
244701,256990,1,68,10.0,1.0,Quarter
251358,255454,1,54,10.5,0.375,Dotted Sixteenth
256990,265182,1,82,11.0,0.75,Dotted Eighth
256990,261598,1,49,11.0,0.375,Dotted Sixteenth
256990,265182,1,70,11.0,0.75,Dotted Eighth
262622,266718,1,54,11.5,0.375,Dotted Sixteenth
268766,281566,1,83,12.0,1.0,Quarter
268766,273886,1,50,12.0,0.375,Dotted Sixteenth
268766,281566,1,71,12.0,1.0,Quarter
275934,279518,1,54,12.5,0.375,Dotted Sixteenth
281566,294878,1,84,13.0,1.0,Quarter
281566,285662,1,48,13.0,0.375,Dotted Sixteenth
281566,294878,1,72,13.0,1.0,Quarter
287710,292830,1,54,13.5,0.375,Dotted Sixteenth
